date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2018-09-07,0,0,0,0,2018-09,0.0
2018-09-08,0,0,0,0,2018-09,0.0
2018-09-09,0,0,0,0,2018-09,0.0
2018-09-10,0,0,0,0,2018-09,0.0
2018-09-11,0,0,0,0,2018-09,0.0
2018-09-12,25,2,21,235,2018-09,64.24
2018-09-13,0,0,0,0,2018-09,0.0
2018-09-14,0,0,0,0,2018-09,0.0
2018-09-15,0,0,0,0,2018-09,0.0
2018-09-16,0,0,0,0,2018-09,0.0
2018-09-17,17,1,17,100,2018-09,87.55
2018-09-18,0,0,0,0,2018-09,0.0
2018-09-19,0,0,0,0,2018-09,0.0
2018-09-20,0,0,0,0,2018-09,0.0
2018-09-21,0,0,0,0,2018-09,0.0
2018-09-22,0,0,0,0,2018-09,0.0
2018-09-23,0,0,0,0,2018-09,0.0
2018-09-24,0,0,0,0,2018-09,0.0
2018-09-25,1,1,1,3,2018-09,0.85
2018-09-26,0,0,0,0,2018-09,0.0
2018-09-27,0,0,0,0,2018-09,0.0
2018-09-28,0,0,0,0,2018-09,0.0
2018-09-29,0,0,0,0,2018-09,0.0
2018-09-30,0,0,0,0,2018-09,0.0
2018-10-01,0,0,0,0,2018-10,0.0
2018-10-02,0,0,0,0,2018-10,0.0
2018-10-03,5,1,5,35,2018-10,25.3
2018-10-04,0,0,0,0,2018-10,0.0
2018-10-05,0,0,0,0,2018-10,0.0
2018-10-06,0,0,0,0,2018-10,0.0
2018-10-07,0,0,0,0,2018-10,0.0
2018-10-08,0,0,0,0,2018-10,0.0
2018-10-09,0,0,0,0,2018-10,0.0
2018-10-10,23,1,23,212,2018-10,60.109999999999985
2018-10-11,0,0,0,0,2018-10,0.0
2018-10-12,15,1,15,71,2018-10,124.40000000000002
2018-10-13,0,0,0,0,2018-10,0.0
2018-10-14,0,0,0,0,2018-10,0.0
2018-10-15,0,0,0,0,2018-10,0.0
2018-10-16,0,0,0,0,2018-10,0.0
2018-10-17,0,0,0,0,2018-10,0.0
2018-10-18,0,0,0,0,2018-10,0.0
2018-10-19,0,0,0,0,2018-10,0.0
2018-10-20,0,0,0,0,2018-10,0.0
2018-10-21,0,0,0,0,2018-10,0.0
2018-10-22,17,1,17,75,2018-10,116.6
2018-10-23,0,0,0,0,2018-10,0.0
2018-10-24,0,0,0,0,2018-10,0.0
2018-10-25,0,0,0,0,2018-10,0.0
2018-10-26,18,1,18,134,2018-10,60.230000000000004
2018-10-27,0,0,0,0,2018-10,0.0
2018-10-28,0,0,0,0,2018-10,0.0
2018-10-29,0,0,0,0,2018-10,0.0
2018-10-30,0,0,0,0,2018-10,0.0
2018-10-31,1,1,1,3,2018-10,1.25
2018-11-01,0,0,0,0,2018-11,0.0
2018-11-02,0,0,0,0,2018-11,0.0
2018-11-03,0,0,0,0,2018-11,0.0
2018-11-04,0,0,0,0,2018-11,0.0
2018-11-05,0,0,0,0,2018-11,0.0
2018-11-06,0,0,0,0,2018-11,0.0
2018-11-07,53,1,53,472,2018-11,136.67000000000002
2018-11-08,0,0,0,0,2018-11,0.0
2018-11-09,11,1,11,63,2018-11,39.0
2018-11-10,0,0,0,0,2018-11,0.0
2018-11-11,0,0,0,0,2018-11,0.0
2018-11-12,0,0,0,0,2018-11,0.0
2018-11-13,0,0,0,0,2018-11,0.0
2018-11-14,27,1,27,275,2018-11,59.09
2018-11-15,0,0,0,0,2018-11,0.0
2018-11-16,65,3,55,633,2018-11,205.81
2018-11-17,0,0,0,0,2018-11,0.0
2018-11-18,0,0,0,0,2018-11,0.0
2018-11-19,0,0,0,0,2018-11,0.0
2018-11-20,3,1,3,7,2018-11,8.850000000000001
2018-11-21,0,0,0,0,2018-11,0.0
2018-11-22,68,3,66,571,2018-11,255.51999999999998
2018-11-23,0,0,0,0,2018-11,0.0
2018-11-24,0,0,0,0,2018-11,0.0
2018-11-25,0,0,0,0,2018-11,0.0
2018-11-26,0,0,0,0,2018-11,0.0
2018-11-27,0,0,0,0,2018-11,0.0
2018-11-28,0,0,0,0,2018-11,0.0
2018-11-29,0,0,0,0,2018-11,0.0
2018-11-30,24,1,12,222,2018-11,74.82
2018-12-01,0,0,0,0,2018-12,0.0
2018-12-02,0,0,0,0,2018-12,0.0
2018-12-03,0,0,0,0,2018-12,0.0
2018-12-04,0,0,0,0,2018-12,0.0
2018-12-05,0,0,0,0,2018-12,0.0
2018-12-06,0,0,0,0,2018-12,0.0
2018-12-07,0,0,0,0,2018-12,0.0
2018-12-08,0,0,0,0,2018-12,0.0
2018-12-09,0,0,0,0,2018-12,0.0
2018-12-10,0,0,0,0,2018-12,0.0
2018-12-11,0,0,0,0,2018-12,0.0
2018-12-12,0,0,0,0,2018-12,0.0
2018-12-13,0,0,0,0,2018-12,0.0
2018-12-14,30,2,28,220,2018-12,144.71999999999997
2018-12-15,0,0,0,0,2018-12,0.0
2018-12-16,0,0,0,0,2018-12,0.0
2018-12-17,0,0,0,0,2018-12,0.0
2018-12-18,16,1,16,137,2018-12,42.19
2018-12-19,37,1,37,471,2018-12,49.03
2018-12-20,0,0,0,0,2018-12,0.0
2018-12-21,0,0,0,0,2018-12,0.0
2018-12-22,0,0,0,0,2018-12,0.0
2018-12-23,0,0,0,0,2018-12,0.0
2018-12-24,0,0,0,0,2018-12,0.0
2018-12-25,0,0,0,0,2018-12,0.0
2018-12-26,0,0,0,0,2018-12,0.0
2018-12-27,0,0,0,0,2018-12,0.0
2018-12-28,0,0,0,0,2018-12,0.0
2018-12-29,0,0,0,0,2018-12,0.0
2018-12-30,0,0,0,0,2018-12,0.0
2018-12-31,0,0,0,0,2018-12,0.0
2019-01-01,0,0,0,0,2019-01,0.0
2019-01-02,1,1,1,1,2019-01,2.95
2019-01-03,3,1,3,3,2019-01,19.25
2019-01-04,0,0,0,0,2019-01,0.0
2019-01-05,0,0,0,0,2019-01,0.0
2019-01-06,0,0,0,0,2019-01,0.0
2019-01-07,0,0,0,0,2019-01,0.0
2019-01-08,0,0,0,0,2019-01,0.0
2019-01-09,31,1,31,310,2019-01,73.21
2019-01-10,0,0,0,0,2019-01,0.0
2019-01-11,0,0,0,0,2019-01,0.0
2019-01-12,0,0,0,0,2019-01,0.0
2019-01-13,0,0,0,0,2019-01,0.0
2019-01-14,0,0,0,0,2019-01,0.0
2019-01-15,0,0,0,0,2019-01,0.0
2019-01-16,1,1,1,1,2019-01,3.75
2019-01-17,11,1,11,94,2019-01,36.2
2019-01-18,0,0,0,0,2019-01,0.0
2019-01-19,0,0,0,0,2019-01,0.0
2019-01-20,0,0,0,0,2019-01,0.0
2019-01-21,0,0,0,0,2019-01,0.0
2019-01-22,16,1,16,94,2019-01,90.47
2019-01-23,0,0,0,0,2019-01,0.0
2019-01-24,0,0,0,0,2019-01,0.0
2019-01-25,0,0,0,0,2019-01,0.0
2019-01-26,0,0,0,0,2019-01,0.0
2019-01-27,0,0,0,0,2019-01,0.0
2019-01-28,0,0,0,0,2019-01,0.0
2019-01-29,0,0,0,0,2019-01,0.0
2019-01-30,0,0,0,0,2019-01,0.0
2019-01-31,6,1,6,21,2019-01,64.45
2019-02-01,0,0,0,0,2019-02,0.0
2019-02-02,0,0,0,0,2019-02,0.0
2019-02-03,0,0,0,0,2019-02,0.0
2019-02-04,0,0,0,0,2019-02,0.0
2019-02-05,0,0,0,0,2019-02,0.0
2019-02-06,5,1,5,11,2019-02,48.4
2019-02-07,0,0,0,0,2019-02,0.0
2019-02-08,14,1,14,146,2019-02,35.27
2019-02-09,0,0,0,0,2019-02,0.0
2019-02-10,0,0,0,0,2019-02,0.0
2019-02-11,0,0,0,0,2019-02,0.0
2019-02-12,0,0,0,0,2019-02,0.0
2019-02-13,0,0,0,0,2019-02,0.0
2019-02-14,64,2,62,494,2019-02,208.39999999999998
2019-02-15,1,1,1,4,2019-02,4.95
2019-02-16,0,0,0,0,2019-02,0.0
2019-02-17,0,0,0,0,2019-02,0.0
2019-02-18,15,1,15,153,2019-02,35.290000000000006
2019-02-19,0,0,0,0,2019-02,0.0
2019-02-20,0,0,0,0,2019-02,0.0
2019-02-21,2,1,2,7,2019-02,4.9
2019-02-22,10,1,10,91,2019-02,33.349999999999994
2019-02-23,0,0,0,0,2019-02,0.0
2019-02-24,0,0,0,0,2019-02,0.0
2019-02-25,3,1,3,15,2019-02,32.5
2019-02-26,26,1,26,171,2019-02,114.81
2019-02-27,0,0,0,0,2019-02,0.0
2019-02-28,19,1,19,109,2019-02,127.17
2019-03-01,0,0,0,0,2019-03,0.0
2019-03-02,0,0,0,0,2019-03,0.0
2019-03-03,0,0,0,0,2019-03,0.0
2019-03-04,0,0,0,0,2019-03,0.0
2019-03-05,0,0,0,0,2019-03,0.0
2019-03-06,0,0,0,0,2019-03,0.0
2019-03-07,2,1,2,7,2019-03,10.15
2019-03-08,0,0,0,0,2019-03,0.0
2019-03-09,0,0,0,0,2019-03,0.0
2019-03-10,0,0,0,0,2019-03,0.0
2019-03-11,15,1,15,91,2019-03,83.28999999999999
2019-03-12,0,0,0,0,2019-03,0.0
2019-03-13,0,0,0,0,2019-03,0.0
2019-03-14,0,0,0,0,2019-03,0.0
2019-03-15,0,0,0,0,2019-03,0.0
2019-03-16,0,0,0,0,2019-03,0.0
2019-03-17,15,1,15,146,2019-03,35.71
2019-03-18,20,1,20,133,2019-03,91.05000000000001
2019-03-19,0,0,0,0,2019-03,0.0
2019-03-20,30,2,29,347,2019-03,59.64
2019-03-21,36,2,36,328,2019-03,119.51
2019-03-22,0,0,0,0,2019-03,0.0
2019-03-23,0,0,0,0,2019-03,0.0
2019-03-24,0,0,0,0,2019-03,0.0
2019-03-25,0,0,0,0,2019-03,0.0
2019-03-26,0,0,0,0,2019-03,0.0
2019-03-27,0,0,0,0,2019-03,0.0
2019-03-28,0,0,0,0,2019-03,0.0
2019-03-29,0,0,0,0,2019-03,0.0
2019-03-30,0,0,0,0,2019-03,0.0
2019-03-31,0,0,0,0,2019-03,0.0
2019-04-01,0,0,0,0,2019-04,0.0
2019-04-02,0,0,0,0,2019-04,0.0
2019-04-03,0,0,0,0,2019-04,0.0
2019-04-04,23,2,23,198,2019-04,50.32
2019-04-05,1,1,1,2,2019-04,4.95
2019-04-06,0,0,0,0,2019-04,0.0
2019-04-07,26,1,26,190,2019-04,92.92999999999999
2019-04-08,0,0,0,0,2019-04,0.0
2019-04-09,21,2,20,178,2019-04,63.02
2019-04-10,0,0,0,0,2019-04,0.0
2019-04-11,0,0,0,0,2019-04,0.0
2019-04-12,11,1,11,77,2019-04,50.480000000000004
2019-04-13,0,0,0,0,2019-04,0.0
2019-04-14,0,0,0,0,2019-04,0.0
2019-04-15,12,1,12,112,2019-04,42.980000000000004
2019-04-16,0,0,0,0,2019-04,0.0
2019-04-17,0,0,0,0,2019-04,0.0
2019-04-18,0,0,0,0,2019-04,0.0
2019-04-19,0,0,0,0,2019-04,0.0
2019-04-20,0,0,0,0,2019-04,0.0
2019-04-21,0,0,0,0,2019-04,0.0
2019-04-22,0,0,0,0,2019-04,0.0
2019-04-23,0,0,0,0,2019-04,0.0
2019-04-24,0,0,0,0,2019-04,0.0
2019-04-25,29,1,29,230,2019-04,84.13
2019-04-26,0,0,0,0,2019-04,0.0
2019-04-27,0,0,0,0,2019-04,0.0
2019-04-28,0,0,0,0,2019-04,0.0
2019-04-29,0,0,0,0,2019-04,0.0
2019-04-30,0,0,0,0,2019-04,0.0
2019-05-01,0,0,0,0,2019-05,0.0
2019-05-02,11,1,11,72,2019-05,51.01
2019-05-03,21,1,21,182,2019-05,63.32000000000001
2019-05-04,0,0,0,0,2019-05,0.0
2019-05-05,0,0,0,0,2019-05,0.0
2019-05-06,0,0,0,0,2019-05,0.0
2019-05-07,22,1,22,240,2019-05,45.05
2019-05-08,0,0,0,0,2019-05,0.0
2019-05-09,13,1,13,83,2019-05,53.309999999999995
2019-05-10,0,0,0,0,2019-05,0.0
2019-05-11,0,0,0,0,2019-05,0.0
2019-05-12,0,0,0,0,2019-05,0.0
2019-05-13,0,0,0,0,2019-05,0.0
2019-05-14,18,1,18,168,2019-05,62.779999999999994
2019-05-15,0,0,0,0,2019-05,0.0
2019-05-16,0,0,0,0,2019-05,0.0
2019-05-17,0,0,0,0,2019-05,0.0
2019-05-18,0,0,0,0,2019-05,0.0
2019-05-19,0,0,0,0,2019-05,0.0
2019-05-20,28,3,27,179,2019-05,149.23
2019-05-21,2,1,2,4,2019-05,2.7
2019-05-22,0,0,0,0,2019-05,0.0
2019-05-23,0,0,0,0,2019-05,0.0
2019-05-24,34,1,34,278,2019-05,77.55999999999999
2019-05-25,0,0,0,0,2019-05,0.0
2019-05-26,0,0,0,0,2019-05,0.0
2019-05-27,0,0,0,0,2019-05,0.0
2019-05-28,0,0,0,0,2019-05,0.0
2019-05-29,5,1,5,34,2019-05,19.32
2019-05-30,0,0,0,0,2019-05,0.0
2019-05-31,0,0,0,0,2019-05,0.0
2019-06-01,0,0,0,0,2019-06,0.0
2019-06-02,71,2,70,502,2019-06,321.23999999999995
2019-06-03,0,0,0,0,2019-06,0.0
2019-06-04,36,1,36,293,2019-06,94.48000000000002
2019-06-05,5,1,5,20,2019-06,49.6
2019-06-06,5,1,5,46,2019-06,19.39
2019-06-07,0,0,0,0,2019-06,0.0
2019-06-08,0,0,0,0,2019-06,0.0
2019-06-09,0,0,0,0,2019-06,0.0
2019-06-10,0,0,0,0,2019-06,0.0
2019-06-11,0,0,0,0,2019-06,0.0
2019-06-12,0,0,0,0,2019-06,0.0
2019-06-13,0,0,0,0,2019-06,0.0
2019-06-14,52,2,48,487,2019-06,136.23
2019-06-15,0,0,0,0,2019-06,0.0
2019-06-16,0,0,0,0,2019-06,0.0
2019-06-17,0,0,0,0,2019-06,0.0
2019-06-18,0,0,0,0,2019-06,0.0
2019-06-19,20,1,20,170,2019-06,63.89
2019-06-20,26,1,26,224,2019-06,74.32
2019-06-21,0,0,0,0,2019-06,0.0
2019-06-22,0,0,0,0,2019-06,0.0
2019-06-23,0,0,0,0,2019-06,0.0
2019-06-24,0,0,0,0,2019-06,0.0
2019-06-25,0,0,0,0,2019-06,0.0
