date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2018-03-08,0,0,0,0,2018-03,0.0
2018-03-09,0,0,0,0,2018-03,0.0
2018-03-10,0,0,0,0,2018-03,0.0
2018-03-11,0,0,0,0,2018-03,0.0
2018-03-12,0,0,0,0,2018-03,0.0
2018-03-13,0,0,0,0,2018-03,0.0
2018-03-14,0,0,0,0,2018-03,0.0
2018-03-15,0,0,0,0,2018-03,0.0
2018-03-16,24,1,24,196,2018-03,78.51
2018-03-17,0,0,0,0,2018-03,0.0
2018-03-18,0,0,0,0,2018-03,0.0
2018-03-19,0,0,0,0,2018-03,0.0
2018-03-20,0,0,0,0,2018-03,0.0
2018-03-21,0,0,0,0,2018-03,0.0
2018-03-22,0,0,0,0,2018-03,0.0
2018-03-23,0,0,0,0,2018-03,0.0
2018-03-24,0,0,0,0,2018-03,0.0
2018-03-25,0,0,0,0,2018-03,0.0
2018-03-26,0,0,0,0,2018-03,0.0
2018-03-27,0,0,0,0,2018-03,0.0
2018-03-28,0,0,0,0,2018-03,0.0
2018-03-29,0,0,0,0,2018-03,0.0
2018-03-30,0,0,0,0,2018-03,0.0
2018-03-31,0,0,0,0,2018-03,0.0
2018-04-01,0,0,0,0,2018-04,0.0
2018-04-02,0,0,0,0,2018-04,0.0
2018-04-03,0,0,0,0,2018-04,0.0
2018-04-04,0,0,0,0,2018-04,0.0
2018-04-05,0,0,0,0,2018-04,0.0
2018-04-06,0,0,0,0,2018-04,0.0
2018-04-07,0,0,0,0,2018-04,0.0
2018-04-08,25,1,25,230,2018-04,89.75
2018-04-09,1,1,1,4,2018-04,4.25
2018-04-10,0,0,0,0,2018-04,0.0
2018-04-11,0,0,0,0,2018-04,0.0
2018-04-12,0,0,0,0,2018-04,0.0
2018-04-13,0,0,0,0,2018-04,0.0
2018-04-14,0,0,0,0,2018-04,0.0
2018-04-15,0,0,0,0,2018-04,0.0
2018-04-16,0,0,0,0,2018-04,0.0
2018-04-17,0,0,0,0,2018-04,0.0
2018-04-18,0,0,0,0,2018-04,0.0
2018-04-19,0,0,0,0,2018-04,0.0
2018-04-20,0,0,0,0,2018-04,0.0
2018-04-21,0,0,0,0,2018-04,0.0
2018-04-22,0,0,0,0,2018-04,0.0
2018-04-23,0,0,0,0,2018-04,0.0
2018-04-24,0,0,0,0,2018-04,0.0
2018-04-25,3,1,3,9,2018-04,5.05
2018-04-26,47,1,47,570,2018-04,100.89
2018-04-27,0,0,0,0,2018-04,0.0
2018-04-28,0,0,0,0,2018-04,0.0
2018-04-29,0,0,0,0,2018-04,0.0
2018-04-30,0,0,0,0,2018-04,0.0
2018-05-01,0,0,0,0,2018-05,0.0
2018-05-02,0,0,0,0,2018-05,0.0
2018-05-03,0,0,0,0,2018-05,0.0
2018-05-04,0,0,0,0,2018-05,0.0
2018-05-05,0,0,0,0,2018-05,0.0
2018-05-06,0,0,0,0,2018-05,0.0
2018-05-07,0,0,0,0,2018-05,0.0
2018-05-08,0,0,0,0,2018-05,0.0
2018-05-09,16,1,16,134,2018-05,69.10999999999999
2018-05-10,0,0,0,0,2018-05,0.0
2018-05-11,0,0,0,0,2018-05,0.0
2018-05-12,0,0,0,0,2018-05,0.0
2018-05-13,0,0,0,0,2018-05,0.0
2018-05-14,0,0,0,0,2018-05,0.0
2018-05-15,30,1,30,235,2018-05,99.91999999999999
2018-05-16,0,0,0,0,2018-05,0.0
2018-05-17,27,1,27,228,2018-05,54.25000000000001
2018-05-18,0,0,0,0,2018-05,0.0
2018-05-19,0,0,0,0,2018-05,0.0
2018-05-20,87,1,87,1001,2018-05,276.27000000000004
2018-05-21,0,0,0,0,2018-05,0.0
2018-05-22,1,1,1,2,2018-05,40.0
2018-05-23,82,1,82,662,2018-05,360.96999999999997
2018-05-24,1,1,1,3,2018-05,1.25
2018-05-25,0,0,0,0,2018-05,0.0
2018-05-26,0,0,0,0,2018-05,0.0
2018-05-27,0,0,0,0,2018-05,0.0
2018-05-28,0,0,0,0,2018-05,0.0
2018-05-29,0,0,0,0,2018-05,0.0
2018-05-30,0,0,0,0,2018-05,0.0
2018-05-31,0,0,0,0,2018-05,0.0
2018-06-01,0,0,0,0,2018-06,0.0
2018-06-02,0,0,0,0,2018-06,0.0
2018-06-03,0,0,0,0,2018-06,0.0
2018-06-04,0,0,0,0,2018-06,0.0
2018-06-05,4,2,2,40,2018-06,8.799999999999999
2018-06-06,0,0,0,0,2018-06,0.0
2018-06-07,0,0,0,0,2018-06,0.0
2018-06-08,0,0,0,0,2018-06,0.0
2018-06-09,0,0,0,0,2018-06,0.0
2018-06-10,0,0,0,0,2018-06,0.0
2018-06-11,0,0,0,0,2018-06,0.0
2018-06-12,0,0,0,0,2018-06,0.0
2018-06-13,0,0,0,0,2018-06,0.0
2018-06-14,0,0,0,0,2018-06,0.0
2018-06-15,0,0,0,0,2018-06,0.0
2018-06-16,0,0,0,0,2018-06,0.0
2018-06-17,0,0,0,0,2018-06,0.0
2018-06-18,0,0,0,0,2018-06,0.0
2018-06-19,0,0,0,0,2018-06,0.0
2018-06-20,0,0,0,0,2018-06,0.0
2018-06-21,0,0,0,0,2018-06,0.0
2018-06-22,0,0,0,0,2018-06,0.0
2018-06-23,0,0,0,0,2018-06,0.0
2018-06-24,0,0,0,0,2018-06,0.0
2018-06-25,111,1,111,1134,2018-06,237.61999999999995
2018-06-26,0,0,0,0,2018-06,0.0
2018-06-27,0,0,0,0,2018-06,0.0
2018-06-28,0,0,0,0,2018-06,0.0
2018-06-29,17,7,12,106,2018-06,160.54000000000002
2018-06-30,0,0,0,0,2018-06,0.0
2018-07-01,0,0,0,0,2018-07,0.0
2018-07-02,0,0,0,0,2018-07,0.0
2018-07-03,0,0,0,0,2018-07,0.0
2018-07-04,0,0,0,0,2018-07,0.0
2018-07-05,0,0,0,0,2018-07,0.0
2018-07-06,0,0,0,0,2018-07,0.0
2018-07-07,0,0,0,0,2018-07,0.0
2018-07-08,0,0,0,0,2018-07,0.0
2018-07-09,0,0,0,0,2018-07,0.0
2018-07-10,0,0,0,0,2018-07,0.0
2018-07-11,0,0,0,0,2018-07,0.0
2018-07-12,0,0,0,0,2018-07,0.0
2018-07-13,0,0,0,0,2018-07,0.0
2018-07-14,0,0,0,0,2018-07,0.0
2018-07-15,0,0,0,0,2018-07,0.0
2018-07-16,0,0,0,0,2018-07,0.0
2018-07-17,0,0,0,0,2018-07,0.0
2018-07-18,0,0,0,0,2018-07,0.0
2018-07-19,0,0,0,0,2018-07,0.0
2018-07-20,0,0,0,0,2018-07,0.0
2018-07-21,0,0,0,0,2018-07,0.0
2018-07-22,14,1,14,124,2018-07,75.87
2018-07-23,2,1,2,3,2018-07,4.2
2018-07-24,0,0,0,0,2018-07,0.0
2018-07-25,0,0,0,0,2018-07,0.0
2018-07-26,0,0,0,0,2018-07,0.0
2018-07-27,0,0,0,0,2018-07,0.0
2018-07-28,0,0,0,0,2018-07,0.0
2018-07-29,0,0,0,0,2018-07,0.0
2018-07-30,0,0,0,0,2018-07,0.0
2018-07-31,0,0,0,0,2018-07,0.0
2018-08-01,0,0,0,0,2018-08,0.0
2018-08-02,0,0,0,0,2018-08,0.0
2018-08-03,0,0,0,0,2018-08,0.0
2018-08-04,0,0,0,0,2018-08,0.0
2018-08-05,0,0,0,0,2018-08,0.0
2018-08-06,20,1,20,246,2018-08,68.49
2018-08-07,32,1,32,260,2018-08,126.46
2018-08-08,0,0,0,0,2018-08,0.0
2018-08-09,0,0,0,0,2018-08,0.0
2018-08-10,0,0,0,0,2018-08,0.0
2018-08-11,0,0,0,0,2018-08,0.0
2018-08-12,0,0,0,0,2018-08,0.0
2018-08-13,0,0,0,0,2018-08,0.0
2018-08-14,0,0,0,0,2018-08,0.0
2018-08-15,0,0,0,0,2018-08,0.0
2018-08-16,0,0,0,0,2018-08,0.0
2018-08-17,28,1,28,288,2018-08,105.03999999999999
2018-08-18,0,0,0,0,2018-08,0.0
2018-08-19,0,0,0,0,2018-08,0.0
2018-08-20,0,0,0,0,2018-08,0.0
2018-08-21,0,0,0,0,2018-08,0.0
2018-08-22,2,1,2,5,2018-08,3.3
2018-08-23,0,0,0,0,2018-08,0.0
2018-08-24,0,0,0,0,2018-08,0.0
2018-08-25,0,0,0,0,2018-08,0.0
2018-08-26,0,0,0,0,2018-08,0.0
2018-08-27,0,0,0,0,2018-08,0.0
2018-08-28,0,0,0,0,2018-08,0.0
2018-08-29,0,0,0,0,2018-08,0.0
2018-08-30,46,2,46,485,2018-08,119.25
2018-08-31,0,0,0,0,2018-08,0.0
2018-09-01,0,0,0,0,2018-09,0.0
2018-09-02,0,0,0,0,2018-09,0.0
2018-09-03,0,0,0,0,2018-09,0.0
2018-09-04,0,0,0,0,2018-09,0.0
2018-09-05,0,0,0,0,2018-09,0.0
2018-09-06,0,0,0,0,2018-09,0.0
2018-09-07,0,0,0,0,2018-09,0.0
2018-09-08,0,0,0,0,2018-09,0.0
2018-09-09,0,0,0,0,2018-09,0.0
2018-09-10,0,0,0,0,2018-09,0.0
2018-09-11,0,0,0,0,2018-09,0.0
2018-09-12,16,1,16,104,2018-09,91.97
2018-09-13,0,0,0,0,2018-09,0.0
2018-09-14,0,0,0,0,2018-09,0.0
2018-09-15,0,0,0,0,2018-09,0.0
2018-09-16,0,0,0,0,2018-09,0.0
2018-09-17,0,0,0,0,2018-09,0.0
2018-09-18,0,0,0,0,2018-09,0.0
2018-09-19,0,0,0,0,2018-09,0.0
2018-09-20,0,0,0,0,2018-09,0.0
2018-09-21,0,0,0,0,2018-09,0.0
2018-09-22,0,0,0,0,2018-09,0.0
2018-09-23,0,0,0,0,2018-09,0.0
2018-09-24,0,0,0,0,2018-09,0.0
2018-09-25,0,0,0,0,2018-09,0.0
2018-09-26,0,0,0,0,2018-09,0.0
2018-09-27,22,1,22,178,2018-09,139.88
2018-09-28,0,0,0,0,2018-09,0.0
2018-09-29,0,0,0,0,2018-09,0.0
2018-09-30,0,0,0,0,2018-09,0.0
2018-10-01,0,0,0,0,2018-10,0.0
2018-10-02,0,0,0,0,2018-10,0.0
2018-10-03,0,0,0,0,2018-10,0.0
2018-10-04,0,0,0,0,2018-10,0.0
2018-10-05,26,1,26,196,2018-10,100.16
2018-10-06,0,0,0,0,2018-10,0.0
2018-10-07,0,0,0,0,2018-10,0.0
2018-10-08,0,0,0,0,2018-10,0.0
2018-10-09,0,0,0,0,2018-10,0.0
2018-10-10,0,0,0,0,2018-10,0.0
2018-10-11,0,0,0,0,2018-10,0.0
2018-10-12,65,1,65,749,2018-10,175.58
2018-10-13,0,0,0,0,2018-10,0.0
2018-10-14,0,0,0,0,2018-10,0.0
2018-10-15,14,2,14,100,2018-10,91.95
2018-10-16,0,0,0,0,2018-10,0.0
2018-10-17,0,0,0,0,2018-10,0.0
2018-10-18,0,0,0,0,2018-10,0.0
2018-10-19,28,1,28,284,2018-10,72.41999999999999
2018-10-20,0,0,0,0,2018-10,0.0
2018-10-21,0,0,0,0,2018-10,0.0
2018-10-22,0,0,0,0,2018-10,0.0
2018-10-23,70,1,70,582,2018-10,241.01999999999998
2018-10-24,0,0,0,0,2018-10,0.0
2018-10-25,0,0,0,0,2018-10,0.0
2018-10-26,23,1,23,185,2018-10,103.9
2018-10-27,0,0,0,0,2018-10,0.0
2018-10-28,0,0,0,0,2018-10,0.0
2018-10-29,0,0,0,0,2018-10,0.0
2018-10-30,18,1,18,169,2018-10,89.61000000000001
2018-10-31,0,0,0,0,2018-10,0.0
2018-11-01,0,0,0,0,2018-11,0.0
2018-11-02,0,0,0,0,2018-11,0.0
2018-11-03,0,0,0,0,2018-11,0.0
2018-11-04,0,0,0,0,2018-11,0.0
2018-11-05,0,0,0,0,2018-11,0.0
2018-11-06,0,0,0,0,2018-11,0.0
2018-11-07,15,1,15,104,2018-11,109.55
2018-11-08,0,0,0,0,2018-11,0.0
2018-11-09,0,0,0,0,2018-11,0.0
2018-11-10,0,0,0,0,2018-11,0.0
2018-11-11,0,0,0,0,2018-11,0.0
2018-11-12,2,1,2,13,2018-11,40.85
2018-11-13,165,2,165,1746,2018-11,1395.64
2018-11-14,0,0,0,0,2018-11,0.0
2018-11-15,0,0,0,0,2018-11,0.0
2018-11-16,0,0,0,0,2018-11,0.0
2018-11-17,0,0,0,0,2018-11,0.0
2018-11-18,0,0,0,0,2018-11,0.0
2018-11-19,0,0,0,0,2018-11,0.0
2018-11-20,28,1,28,269,2018-11,106.28000000000002
2018-11-21,0,0,0,0,2018-11,0.0
2018-11-22,0,0,0,0,2018-11,0.0
2018-11-23,0,0,0,0,2018-11,0.0
2018-11-24,0,0,0,0,2018-11,0.0
2018-11-25,0,0,0,0,2018-11,0.0
2018-11-26,0,0,0,0,2018-11,0.0
2018-11-27,0,0,0,0,2018-11,0.0
2018-11-28,0,0,0,0,2018-11,0.0
2018-11-29,0,0,0,0,2018-11,0.0
2018-11-30,12,1,6,88,2018-11,110.90000000000002
2018-12-01,0,0,0,0,2018-12,0.0
2018-12-02,0,0,0,0,2018-12,0.0
2018-12-03,0,0,0,0,2018-12,0.0
2018-12-04,0,0,0,0,2018-12,0.0
2018-12-05,0,0,0,0,2018-12,0.0
2018-12-06,0,0,0,0,2018-12,0.0
2018-12-07,0,0,0,0,2018-12,0.0
2018-12-08,0,0,0,0,2018-12,0.0
2018-12-09,0,0,0,0,2018-12,0.0
2018-12-10,0,0,0,0,2018-12,0.0
2018-12-11,0,0,0,0,2018-12,0.0
2018-12-12,0,0,0,0,2018-12,0.0
2018-12-13,0,0,0,0,2018-12,0.0
2018-12-14,0,0,0,0,2018-12,0.0
2018-12-15,0,0,0,0,2018-12,0.0
2018-12-16,0,0,0,0,2018-12,0.0
2018-12-17,43,1,43,418,2018-12,90.57000000000001
2018-12-18,0,0,0,0,2018-12,0.0
2018-12-19,0,0,0,0,2018-12,0.0
2018-12-20,0,0,0,0,2018-12,0.0
2018-12-21,0,0,0,0,2018-12,0.0
2018-12-22,0,0,0,0,2018-12,0.0
2018-12-23,0,0,0,0,2018-12,0.0
2018-12-24,0,0,0,0,2018-12,0.0
2018-12-25,0,0,0,0,2018-12,0.0
2018-12-26,0,0,0,0,2018-12,0.0
2018-12-27,0,0,0,0,2018-12,0.0
2018-12-28,0,0,0,0,2018-12,0.0
2018-12-29,0,0,0,0,2018-12,0.0
2018-12-30,0,0,0,0,2018-12,0.0
2018-12-31,0,0,0,0,2018-12,0.0
2019-01-01,0,0,0,0,2019-01,0.0
2019-01-02,0,0,0,0,2019-01,0.0
2019-01-03,0,0,0,0,2019-01,0.0
2019-01-04,0,0,0,0,2019-01,0.0
2019-01-05,0,0,0,0,2019-01,0.0
2019-01-06,0,0,0,0,2019-01,0.0
2019-01-07,0,0,0,0,2019-01,0.0
2019-01-08,0,0,0,0,2019-01,0.0
2019-01-09,0,0,0,0,2019-01,0.0
2019-01-10,0,0,0,0,2019-01,0.0
2019-01-11,0,0,0,0,2019-01,0.0
2019-01-12,0,0,0,0,2019-01,0.0
2019-01-13,0,0,0,0,2019-01,0.0
2019-01-14,0,0,0,0,2019-01,0.0
2019-01-15,0,0,0,0,2019-01,0.0
2019-01-16,126,2,114,1229,2019-01,318.03
2019-01-17,0,0,0,0,2019-01,0.0
2019-01-18,0,0,0,0,2019-01,0.0
2019-01-19,0,0,0,0,2019-01,0.0
2019-01-20,0,0,0,0,2019-01,0.0
2019-01-21,0,0,0,0,2019-01,0.0
2019-01-22,0,0,0,0,2019-01,0.0
2019-01-23,0,0,0,0,2019-01,0.0
2019-01-24,0,0,0,0,2019-01,0.0
2019-01-25,34,1,34,294,2019-01,118.78000000000002
2019-01-26,0,0,0,0,2019-01,0.0
2019-01-27,0,0,0,0,2019-01,0.0
2019-01-28,0,0,0,0,2019-01,0.0
2019-01-29,0,0,0,0,2019-01,0.0
2019-01-30,0,0,0,0,2019-01,0.0
2019-01-31,0,0,0,0,2019-01,0.0
2019-02-01,26,2,26,172,2019-02,164.71999999999997
2019-02-02,0,0,0,0,2019-02,0.0
2019-02-03,0,0,0,0,2019-02,0.0
2019-02-04,0,0,0,0,2019-02,0.0
2019-02-05,0,0,0,0,2019-02,0.0
2019-02-06,0,0,0,0,2019-02,0.0
2019-02-07,0,0,0,0,2019-02,0.0
2019-02-08,2,1,2,6,2019-02,12.25
2019-02-09,0,0,0,0,2019-02,0.0
2019-02-10,0,0,0,0,2019-02,0.0
2019-02-11,0,0,0,0,2019-02,0.0
2019-02-12,0,0,0,0,2019-02,0.0
2019-02-13,0,0,0,0,2019-02,0.0
2019-02-14,0,0,0,0,2019-02,0.0
2019-02-15,0,0,0,0,2019-02,0.0
2019-02-16,0,0,0,0,2019-02,0.0
2019-02-17,0,0,0,0,2019-02,0.0
2019-02-18,0,0,0,0,2019-02,0.0
2019-02-19,0,0,0,0,2019-02,0.0
2019-02-20,0,0,0,0,2019-02,0.0
2019-02-21,52,1,52,418,2019-02,194.07
2019-02-22,4,1,4,24,2019-02,59.35
2019-02-23,0,0,0,0,2019-02,0.0
2019-02-24,0,0,0,0,2019-02,0.0
2019-02-25,19,1,19,179,2019-02,73.85999999999999
2019-02-26,0,0,0,0,2019-02,0.0
2019-02-27,0,0,0,0,2019-02,0.0
2019-02-28,0,0,0,0,2019-02,0.0
2019-03-01,0,0,0,0,2019-03,0.0
2019-03-02,0,0,0,0,2019-03,0.0
2019-03-03,0,0,0,0,2019-03,0.0
2019-03-04,0,0,0,0,2019-03,0.0
2019-03-05,0,0,0,0,2019-03,0.0
2019-03-06,4,1,4,41,2019-03,43.82
2019-03-07,0,0,0,0,2019-03,0.0
2019-03-08,0,0,0,0,2019-03,0.0
2019-03-09,0,0,0,0,2019-03,0.0
2019-03-10,0,0,0,0,2019-03,0.0
2019-03-11,0,0,0,0,2019-03,0.0
2019-03-12,0,0,0,0,2019-03,0.0
2019-03-13,0,0,0,0,2019-03,0.0
2019-03-14,0,0,0,0,2019-03,0.0
2019-03-15,0,0,0,0,2019-03,0.0
2019-03-16,0,0,0,0,2019-03,0.0
2019-03-17,0,0,0,0,2019-03,0.0
2019-03-18,0,0,0,0,2019-03,0.0
2019-03-19,0,0,0,0,2019-03,0.0
2019-03-20,0,0,0,0,2019-03,0.0
2019-03-21,0,0,0,0,2019-03,0.0
2019-03-22,13,1,13,155,2019-03,66.64
2019-03-23,0,0,0,0,2019-03,0.0
2019-03-24,0,0,0,0,2019-03,0.0
2019-03-25,0,0,0,0,2019-03,0.0
2019-03-26,0,0,0,0,2019-03,0.0
2019-03-27,41,1,41,346,2019-03,171.56
2019-03-28,0,0,0,0,2019-03,0.0
2019-03-29,0,0,0,0,2019-03,0.0
2019-03-30,0,0,0,0,2019-03,0.0
2019-03-31,0,0,0,0,2019-03,0.0
2019-04-01,0,0,0,0,2019-04,0.0
2019-04-02,0,0,0,0,2019-04,0.0
2019-04-03,0,0,0,0,2019-04,0.0
2019-04-04,0,0,0,0,2019-04,0.0
2019-04-05,0,0,0,0,2019-04,0.0
2019-04-06,0,0,0,0,2019-04,0.0
2019-04-07,0,0,0,0,2019-04,0.0
2019-04-08,1,1,1,4,2019-04,9.95
2019-04-09,0,0,0,0,2019-04,0.0
2019-04-10,0,0,0,0,2019-04,0.0
2019-04-11,23,1,22,163,2019-04,136.4
2019-04-12,2,1,2,4,2019-04,41.79
2019-04-13,0,0,0,0,2019-04,0.0
2019-04-14,0,0,0,0,2019-04,0.0
2019-04-15,0,0,0,0,2019-04,0.0
2019-04-16,0,0,0,0,2019-04,0.0
2019-04-17,3,3,2,14,2019-04,11.23
2019-04-18,54,1,54,368,2019-04,204.73999999999995
2019-04-19,0,0,0,0,2019-04,0.0
2019-04-20,0,0,0,0,2019-04,0.0
2019-04-21,0,0,0,0,2019-04,0.0
2019-04-22,0,0,0,0,2019-04,0.0
2019-04-23,0,0,0,0,2019-04,0.0
2019-04-24,0,0,0,0,2019-04,0.0
2019-04-25,0,0,0,0,2019-04,0.0
2019-04-26,0,0,0,0,2019-04,0.0
2019-04-27,0,0,0,0,2019-04,0.0
2019-04-28,0,0,0,0,2019-04,0.0
2019-04-29,0,0,0,0,2019-04,0.0
2019-04-30,2,1,2,3,2019-04,20.9
2019-05-01,0,0,0,0,2019-05,0.0
2019-05-02,94,1,94,1048,2019-05,201.42
2019-05-03,0,0,0,0,2019-05,0.0
2019-05-04,0,0,0,0,2019-05,0.0
2019-05-05,0,0,0,0,2019-05,0.0
2019-05-06,15,1,15,114,2019-05,50.95
2019-05-07,0,0,0,0,2019-05,0.0
2019-05-08,0,0,0,0,2019-05,0.0
2019-05-09,0,0,0,0,2019-05,0.0
2019-05-10,0,0,0,0,2019-05,0.0
2019-05-11,0,0,0,0,2019-05,0.0
2019-05-12,0,0,0,0,2019-05,0.0
2019-05-13,0,0,0,0,2019-05,0.0
2019-05-14,0,0,0,0,2019-05,0.0
2019-05-15,0,0,0,0,2019-05,0.0
2019-05-16,0,0,0,0,2019-05,0.0
2019-05-17,0,0,0,0,2019-05,0.0
2019-05-18,0,0,0,0,2019-05,0.0
2019-05-19,0,0,0,0,2019-05,0.0
2019-05-20,0,0,0,0,2019-05,0.0
2019-05-21,0,0,0,0,2019-05,0.0
2019-05-22,0,0,0,0,2019-05,0.0
2019-05-23,0,0,0,0,2019-05,0.0
2019-05-24,0,0,0,0,2019-05,0.0
2019-05-25,0,0,0,0,2019-05,0.0
2019-05-26,0,0,0,0,2019-05,0.0
2019-05-27,0,0,0,0,2019-05,0.0
2019-05-28,42,1,42,321,2019-05,178.23999999999998
2019-05-29,0,0,0,0,2019-05,0.0
2019-05-30,0,0,0,0,2019-05,0.0
2019-05-31,0,0,0,0,2019-05,0.0
2019-06-01,0,0,0,0,2019-06,0.0
2019-06-02,0,0,0,0,2019-06,0.0
2019-06-03,0,0,0,0,2019-06,0.0
2019-06-04,0,0,0,0,2019-06,0.0
2019-06-05,16,1,16,173,2019-06,71.12
2019-06-06,0,0,0,0,2019-06,0.0
2019-06-07,64,1,64,736,2019-06,237.51
2019-06-08,0,0,0,0,2019-06,0.0
2019-06-09,0,0,0,0,2019-06,0.0
2019-06-10,4,1,4,5,2019-06,20.3
2019-06-11,0,0,0,0,2019-06,0.0
2019-06-12,0,0,0,0,2019-06,0.0
2019-06-13,0,0,0,0,2019-06,0.0
2019-06-14,0,0,0,0,2019-06,0.0
2019-06-15,0,0,0,0,2019-06,0.0
2019-06-16,0,0,0,0,2019-06,0.0
2019-06-17,0,0,0,0,2019-06,0.0
2019-06-18,0,0,0,0,2019-06,0.0
2019-06-19,0,0,0,0,2019-06,0.0
2019-06-20,0,0,0,0,2019-06,0.0
2019-06-21,18,1,18,154,2019-06,76.03000000000002
2019-06-22,0,0,0,0,2019-06,0.0
2019-06-23,27,1,27,263,2019-06,97.17999999999999
2019-06-24,0,0,0,0,2019-06,0.0
2019-06-25,0,0,0,0,2019-06,0.0
2019-06-26,0,0,0,0,2019-06,0.0
2019-06-27,0,0,0,0,2019-06,0.0
2019-06-28,13,1,13,121,2019-06,47.550000000000004
2019-06-29,0,0,0,0,2019-06,0.0
2019-06-30,0,0,0,0,2019-06,0.0
2019-07-01,0,0,0,0,2019-07,0.0
2019-07-02,0,0,0,0,2019-07,0.0
2019-07-03,0,0,0,0,2019-07,0.0
2019-07-04,0,0,0,0,2019-07,0.0
2019-07-05,34,1,34,261,2019-07,109.06
2019-07-06,0,0,0,0,2019-07,0.0
2019-07-07,0,0,0,0,2019-07,0.0
2019-07-08,0,0,0,0,2019-07,0.0
2019-07-09,0,0,0,0,2019-07,0.0
2019-07-10,0,0,0,0,2019-07,0.0
2019-07-11,0,0,0,0,2019-07,0.0
2019-07-12,1,1,1,0,2019-07,0.85
